Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
pa imAlo u žLne bre bAba Elena 	No_AUX	not_perf	intrans	modal		
a u nAše selO nEje nIje imAlo takvO 	No_AUX	not_perf	intrans	modal		
i pod njEg Ispod njEg imAlo pOdrum 	No_AUX	not_perf	intrans	modal		
ovAm s na krAj štO imAla jedAn 	No_AUX	not_perf	intrans	modal		
ranIje kAže imAlo nEki 	No_AUX	not_perf	intrans	modal		
a imAli tU jednU ženU 	No_AUX	not_perf	intrans	modal		
svOj imAli dvA Ektara 	No_AUX	not_perf	trans	non_modal		
tz imAlo rAlo plUg 	No_AUX	not_perf	intrans	modal		
i gRsnice i lƏn Imal lƏn Isto 	No_AUX	not_perf	trans	non_modal		
pa smO imAli grEbenci ovAk se grEblo 	No_AUX	not_perf	trans	non_modal		
imAlo svE imAlo sIto 	No_AUX	not_perf	intrans	modal		
imAli bOjadži/ a kkə pRvo smO farbAli 	No_AUX	not_perf	intrans	modal		
pa imAlo ((XXX)) kučIna kudElja 	No_AUX	not_perf	intrans	modal		
i nIkad nIje imAlo od vrdEnci 	No_AUX	not_perf	intrans	modal		
nIje imAlo da se poljUbe 	No_AUX	not_perf	intrans	modal		
pa nIje imAlo nIšta 	No_AUX	not_perf	intrans	modal		
grabnUla imAli slUgu da vAdi Ovce 	No_AUX	not_perf	intrans	modal		
nO vOzilo slAbo tAg imAlo Autobus 	No_AUX	not_perf	intrans	modal		
snAjka nEje imAla Isto mlekO 	No_AUX	not_perf	intrans	modal		
i onAm jednA bAba imAlo Isto onA nEe gledAla 	No_AUX	not_perf	intrans	modal		
pa imAlo od urOci 	No_AUX	not_perf	intrans	modal		
a imAlo kOje si se onAk zlonAmerne bilE 	No_AUX	not_perf	intrans	modal		
ništA s ni imAla slegAla 	No_AUX	not_perf	intrans	modal		
On sEdne i otIde u žElj ovOj imAla bAba 	No_AUX	not_perf	trans	non_modal		
pa sedEnće imAlo p imAlo svE 	No_AUX	not_perf	intrans	modal		
pa sedEnće imAlo p imAlo svE 	No_AUX	not_perf	intrans	modal		
kOlko imAlo da me bIlo brE 	No_AUX	not_perf	intrans	modal		
pa i u lUkovi imAlo takvO jedƏn 	No_AUX	not_perf	intrans	modal		
nEḱi imAlo sa štO da ga lEči nEḱi ne 	No_AUX	not_perf	intrans	modal		
imAlo cIganje Ovde im bIlo kUća 	No_AUX	not_perf	intrans	modal		
pa kokOške imAlo mlAtka 	No_AUX	not_perf	intrans	modal		
imAlo tAg od krAvu mlekO 	No_AUX	not_perf	intrans	modal		
dOl u sObu imAlo pa nAđem i čarApće 	No_AUX	not_perf	intrans	modal		
i sƏd imAlo bEoše dvE došlE 	No_AUX	not_perf	intrans	modal		
ovAm imAli smO kUću ovAm 	No_AUX	not_perf	trans	non_modal		
el ti ćErka imAla pObačaj u sEdmi mEsec ? 	No_AUX	not_perf	trans	non_modal		
kAže Este Imali sAhranu u famIliju ? 	No_AUX	not_perf	trans	non_modal		
i dOšla zbOg sInovi imAla dvA sIna 	No_AUX	not_perf	trans	non_modal		
Este Imali dEdu ? 	No_AUX	not_perf	trans	non_modal		
a rAnije imAlo sEvda 	No_AUX	not_perf	intrans	modal		
imAla svAka po nIzu dUkati 	No_AUX	not_perf	trans	non_modal		
ali decA imAlo njIna pa se igrAla 	No_AUX	not_perf	intrans	modal		
imAlo klIničku smRt i u kOmu bilO 	No_AUX	not_perf	intrans	modal		
baš na televIziju imAlo kAže On 	No_AUX	not_perf	intrans	modal		
vo/ imAlo vodenIce i tAmo neprestanAno vodA išlI 	No_AUX	not_perf	intrans	modal		
a rAnije imAlo stvArno imAlo 	No_AUX	not_perf	intrans	modal		
i zmajOvi imAli svAšta imAlo 	No_AUX	not_perf	intrans	modal		
i Osenje imAlo tO 	No_AUX	not_perf	intrans	modal		
i tO imAlo i tO imAlo 	No_AUX	not_perf	intrans	modal		
a On pročitAl vidEl mojE drUštvo nO mnOgo Imalo Imaše decA 	No_AUX	not_perf	intrans	modal		
a tOj tOj imAlo vrEme da se zaradUju pAre 	No_AUX	not_perf	intrans	modal		
u rAvno bUčje imAlo s/ 	No_AUX	not_perf	intrans	modal		
i jedƏn bOško imAlo On umrEl 	No_AUX	not_perf	intrans	modal		
a ovAk nEje imAlo nIšta tekvO 	No_AUX	not_perf	intrans	modal		
bIlo imAlo odAvna cRkva pa se srušIlo 	No_AUX	not_perf	intrans	modal		
bIlo imAlo mlOgo kUće mlOgo ljUǵe 	No_AUX	not_perf	intrans	modal		
ta nEje imAlo jAnja bilO 	No_AUX	not_perf	intrans	modal		
tU imAlo pObaška Iža/#tEj mi# bIla stAra kUḱa 	No_AUX	not_perf	intrans	modal		
imAli pUšnicu pa iz pUšnicutu sabirAli pa praIli sapUn 	No_AUX	not_perf	trans	non_modal		
el ovdE imAli znAš sElske prIče 	No_AUX	not_perf	trans	non_modal		
On imAl/ ((?)) kumIcata mi imAla sestrU 	No_AUX	not_perf	trans	non_modal		
imAlo svAšta radEli smo pOlje pa se radžAlo svE 	No_AUX	not_perf	intrans	modal		
ne ((?)) imAlo ni lAmpa 	No_AUX	not_perf	intrans	modal		
pUno imAlo svAšta ali 	No_AUX	not_perf	intrans	modal		
((laugh)) tAd imAlo svE 	No_AUX	not_perf	intrans	modal		
pa Imali stOku čuvAli tAmo 	No_AUX	not_perf	trans	non_modal		
pa m/ imAlo me devetnAest ((?)) dvAes gOdine 	No_AUX	not_perf	intrans	modal		
onE imAlo Edno devOjče •• zvAla se slAvka 	No_AUX	not_perf	intrans	modal		
tIja ljUdi se potikAli ali imAlo detE 	No_AUX	not_perf	intrans	modal		
onI tagAj •• imAla drUga jednA bAba 	No_AUX	not_perf	trans	non_modal		
tUj ti imAlo i s/ i šEćer i mEd i mlEko svE svE •• i pIvo i • rakIja 	No_AUX	not_perf	intrans	modal		
a imAli kolIbu u jElik 	No_AUX	not_perf	intrans	modal		
vIdiš tI tƏ ((?)) tO se odAvna imAlo takO takO svEta bogorOdicata 	No_AUX	not_perf	intrans	modal		
i gde je tAj klAdanac •• i Onda s/ pOp • imAlo cRkva 	No_AUX	not_perf	intrans	modal		
nIje Imalo gdE tAko da se kUpi tAko plAca i ni kUća 	No_AUX	not_perf	intrans	modal		
sAmo štO On nIje Imao bAš dObro zdrAvlje pa je Eto premInuo i sAd e udOvica 	No_AUX	not_perf	trans	non_modal		
a kakO onO da kAžem Imao prEdnju vUču 	No_AUX	not_perf	trans	non_modal		
u stvArima Imao antifrIz ne vOdu 	No_AUX	not_perf	trans	non_modal		
Imala penicilInski šOk i onI mIsle 	No_AUX	not_perf	trans	non_modal		
One dvE sEstre Imao mOj svEkar 	No_AUX	not_perf	trans	non_modal		
On nIje Imao dEcu a Ovaj štO je sirOmah Imao ćErku 	AUX	not_perf	trans	non_modal		
Imalo trEbalo da ubIju nEku žEnu 	No_AUX	not_perf	intrans	modal		
sUdovi nEki ku/ kUj Imalo nEšto i tO tOj s/ smAtrali da je tO tAj tEnac 	No_AUX	not_perf	intrans	modal		
prEdnju a On na volAn Ima/ Imao dvE vUče na vOzilo 	No_AUX	not_perf	intrans	modal		
i Imalo tUj jOš nEke slIke kOj znAe velIm 	No_AUX	not_perf	intrans	modal		
imAla Opet pObeda #pa pa# zlAtnu medAlju pa u nEgotin 	No_AUX	not_perf	trans	non_modal		
ali zavEḱinE imAli mnOgo tOj • orO • mAlo #nem/# 	No_AUX	not_perf	trans	non_modal		
Imala • tEpovac krUšku tAm •• u #ljakU# a mI pa Imamo nAše grOjze 	No_AUX	not_perf	trans	non_modal		
imAlo • imAlo bAbe 	No_AUX	not_perf	intrans	modal		
imAlo bAbe pa Ideš kod njI pa 	No_AUX	not_perf	intrans	modal		
jA tekA səs Usta Imala da mRda i pA • ((sigh)) 	No_AUX	not_perf	trans	non_modal		
a ((?)) tƏg imAlo drUge devOjke kOje On ljUbio • hm 	No_AUX	not_perf	intrans	modal		
a ((?)) • imAlo svIrači i plEt mUzika • dadE stO dinAri vOdi kOlo vOdi kOlo 	No_AUX	not_perf	intrans	modal		
i On ga pozvAl da čIste mlIn • da sreǵUju • imAlo i vodenIca 	No_AUX	not_perf	intrans	modal		
imAlo i za •• okupAtora imalo i za nji 	No_AUX	not_perf	intrans	modal		
imAlo i za •• okupAtora imalo i za nji 	No_AUX	not_perf	intrans	modal		
onO imAlo imAnje Opštinsko 	No_AUX	not_perf	intrans	modal		
#al am# imAlo cElo lEto 	No_AUX	not_perf	intrans	modal		
imAlo i sƏg i Ima 	No_AUX	not_perf	intrans	modal		
imAli pešesnAes Oni svE podAvili 	No_AUX	not_perf	intrans	modal		
ljUdi imAli pOviše pa dobrI ljUdi bilI pa dovodIli im pa Ovce ta zapatIli 	No_AUX	not_perf	intrans	modal		
i zvAli pešesnAes kUḱe zvAli Imalo ljUdi onO ovdE 	No_AUX	not_perf	intrans	modal		
o od stOku Ovce krAve dok imAlo sAg onO • potikAše se krAve nEma ni u radIčevci ni u šarbAnovci 	No_AUX	not_perf	intrans	modal		
dolAze dolAze ((laugh)) dolAze mi hI • i tenderUjemo i po nEšto kad imAlo a sƏg nEma decA nEma kOj da ni poOdi ((laugh)) 	No_AUX	not_perf	intrans	modal		
jel tAm imAlo i pOp i On imAl od tAmo imAl ženU 	No_AUX	not_perf	intrans	modal		
odAvna tOj takOj imAlo a sAg nEma kOnje nEma nIšta 	No_AUX	not_perf	intrans	modal		
((XXX)) imAlo čuvAli smo krAve pa po d/ dvE muz/ məlzEmo pa nOsimo u radIčevci na mlekAru 	No_AUX	not_perf	intrans	modal		
prAimo si od kRpenke uzImamo drEčice Igramo se ne Imalo kUpeno 	No_AUX	not_perf	intrans	modal		
Onoj stOjm se imAlo svI vAšari ali 	No_AUX	not_perf	intrans	modal		
svEj i grnčarI imAlo i ovIja səs •• rObu ovAki 	No_AUX	not_perf	intrans	modal		
al imAlo tƏg Eto Išle ljUdi sƏg • i da Ima kavAneto kUj qe da Ide nEma parA 	No_AUX	not_perf	intrans	modal		
ne tOlko imAlo da se kupUje 	No_AUX	not_perf	intrans	modal		
po rEku imAla vodA pa •• bilO svAšta čUdo 	No_AUX	not_perf	intrans	modal		
lAn • grsnIce • svE tOj imAlo nEkada se sejAlo pa se rabotIlo pa 	No_AUX	not_perf	intrans	modal		
kRpine sečEmo sečEmo sečEmo al onO kakvO pa imAlo kRpine tOlko 	No_AUX	not_perf	intrans	modal		
tOj fArbano • imAlo da se kUpi po •• duqanI ga zvAli tagAj 	No_AUX	not_perf	intrans	modal		
pomIcaš • u kakO li səm Oči imAla pa Oću sƏg da Ima samo sUze vRču e • jAo 	No_AUX	not_perf	trans	non_modal		
sAmo na nEk tUj kod nji dOle • skOro imAlo nArodnu nOšnju 	No_AUX	not_perf	intrans	modal		
tOj sam bIla naučIla nEsam Išla nIgde da Učim a mAti mi Išla u bUčje imAla nEka 	No_AUX	not_perf	trans	non_modal		
a imAli dvE po nju bliznAci 	No_AUX	not_perf	trans	non_modal		
tOj gre I po imalo trEšnjaci 	No_AUX	not_perf	intrans	modal		
o pa imAlo po drUga sEla ču • čuemo 	No_AUX	not_perf	intrans	modal		
mUž na bAbu pa •• i imAla svEkra svekRvu i Oni sadIli 	No_AUX	not_perf	intrans	modal		
pa mašInE imAlo pa 	No_AUX	not_perf	intrans	modal		
dObro mEn nesU jA səm bIla mIrna i učitEljite Imali qErku • Ono bIlo i učItelj i učitEljica 	No_AUX	not_perf	trans	non_modal		
pa imAlo armonikAš gOre nAš komšIja u/ jA/ mI smo bIli u gOrnji krAj gOre ni bIla kUḱa 	No_AUX	not_perf	intrans	modal		
On unEse tru knjAževac na pOzornica imAlo i mI 	No_AUX	not_perf	intrans	modal		
pa smo imAli krAve pa imAlo Ovce dvE trI krAve pa stOka imAlo pa sIr imAlo hA a sAg nEma 	No_AUX	not_perf	intrans	modal		
pa smo imAli krAve pa imAlo Ovce dvE trI krAve pa stOka imAlo pa sIr imAlo hA a sAg nEma 	No_AUX	not_perf	intrans	modal		
sIr imAlo kOlko Oćeš da da jedEš i prodavAli smo i svE tOj i svE imAlo 	No_AUX	not_perf	intrans	modal		
imAli svE da se prodadE 	No_AUX	not_perf	trans	non_modal		
i sadIli kopAli i vIšnje brAl Oni mlOgo jAko vIšnje imAli • nE znam kOlko su Oni Iljade kIla nabrAli nE znam 	No_AUX	not_perf	intrans	modal		
sItni hƏ ne nE imAlo mAšine da se dadU nE znam zaštOj tAg takOj bilO imAlo vRšelica imAlo svE ali nesU dAli 	No_AUX	not_perf	intrans	modal		
ovAk • smo živEli dObro i tOj •• i s parU gde da zaradIš i svE se tO imAlo prodavAlo se svE tOj 	No_AUX	not_perf	intrans	modal		
svE s/ na na mAjstori svE mEso imAlo ((?)) znAm svE kad se tOj ra/ rabotIlo 	No_AUX	not_perf	intrans	modal		
samo imAlo sIne pa se spremAlo • imAlo 	No_AUX	not_perf	intrans	modal		
imAli smI •• dvE trI krAve smo imAli pa tOj sIr Uu pa kad •• naprAim gibAnicu • onO vIše sIr u nju nEgo li 	No_AUX	not_perf	trans	non_modal		
pa jAja imAlo po desetInu jAja slOmim u gibAnicu ••• spremAlo se imAlo s 	No_AUX	not_perf	intrans	modal		
pa jAja imAlo po desetInu jAja slOmim u gibAnicu ••• spremAlo se imAlo s 	No_AUX	not_perf	intrans	modal		
pa kad se žEtva žElo i tAg se kombAj i tAg se nosIli ručkOvi •• tOj •• gibAnica • se spremAla nosIla •• svE imAlo Onda dObar žIvot bIl nEću da kAžem • bilO dObro 	No_AUX	not_perf	intrans	modal		
odAvna sIne ((laugh)) • imAlo •• imAli smo pRvi put još kad sam bi/ bIla jA detE na cEv pa tAg lAnac pa okrEćeš 	No_AUX	not_perf	intrans	modal		
i pa đerAm •• i tO imAlo •• ((?)) kOla pa bUćkaš dOle i zavAtaš onUj vOdu i sipUješ i tOj takOj svE nA ruke tOj tEško mlOgo bilO ••• da se • ((?)) bAšta ispEstuje 	No_AUX	not_perf	intrans	modal		
al se imAlo raǵAlo se i tAg 	No_AUX	not_perf	intrans	modal		
hUh pa slAbo imAlo brE 	No_AUX	not_perf	intrans	modal		
tOj kad bUde zavEḱina bogorOdica onO gOsti nadoOde onO • svAka kUća gOre na bogorOdicu imAla vEjnik 	No_AUX	not_perf	intrans	modal		
imAlo nO si imAlo i odAvna samo nE se • nE se spremAlo •• niti turšIje se spremAle kakO sƏg što se sprEma 	No_AUX	not_perf	intrans	modal		
što o se tkAj br/ tAj pogAča i i pa tUj rUpa Imal o tUj pogAču pa bRdo 	No_AUX	not_perf	intrans	modal		
pa imAlo armonikAš gOre nAš komšIja u/ jA/ mI smo bIli u gOrnji krAj gOre ni bIla kUḱa 	No_AUX	not_perf	intrans	modal		
On unEse tru knjAževac na pOzornica imAlo i mI 	No_AUX	not_perf	intrans	modal		
pa smo imAli krAve pa imAlo Ovce dvE trI krAve pa stOka imAlo pa sIr imAlo hA a sAg nEma 	No_AUX	not_perf	intrans	modal		
pa smo imAli krAve pa imAlo Ovce dvE trI krAve pa stOka imAlo pa sIr imAlo hA a sAg nEma 	No_AUX	not_perf	intrans	modal		
sIr imAlo kOlko Oćeš da da jedEš i prodavAli smo i svE tOj i svE imAlo 	No_AUX	not_perf	intrans	modal		
imAli svE da se prodadE 	No_AUX	not_perf	trans	non_modal		
i sadIli kopAli i vIšnje brAl Oni mlOgo jAko vIšnje imAli • nE znam kOlko su Oni Iljade kIla nabrAli nE znam 	No_AUX	not_perf	trans	non_modal		
sItni hƏ ne nE imAlo mAšine da se dadU nE znam zaštOj tAg takOj bilO imAlo vRšelica imAlo svE ali nesU dAli 	No_AUX	not_perf	intrans	modal		
ovAk • smo živEli dObro i tOj •• i s parU gde da zaradIš i svE se tO imAlo prodavAlo se svE tOj 	No_AUX	not_perf	intrans	modal		
svE s/ na na mAjstori svE mEso imAlo ((?)) znAm svE kad se tOj ra/ rabotIlo 	No_AUX	not_perf	intrans	modal		
samo imAlo sIne pa se spremAlo • imAlo 	No_AUX	not_perf	intrans	modal		
imAli smI •• dvE trI krAve smo imAli pa tOj sIr Uu pa kad •• naprAim gibAnicu • onO vIše sIr u nju nEgo li 	No_AUX	not_perf	trans	non_modal		
pa jAja imAlo po desetInu jAja slOmim u gibAnicu ••• spremAlo se imAlo s 	No_AUX	not_perf	intrans	modal		
pa jAja imAlo po desetInu jAja slOmim u gibAnicu ••• spremAlo se imAlo s 	No_AUX	not_perf	intrans	modal		
pa kad se žEtva žElo i tAg se kombAj i tAg se nosIli ručkOvi •• tOj •• gibAnica • se spremAla nosIla •• svE imAlo Onda dObar žIvot bIl nEću da kAžem • bilO dObro 	No_AUX	not_perf	intrans	modal		
odAvna sIne ((laugh)) • imAlo •• imAli smo pRvi put još kad sam bi/ bIla jA detE na cEv pa tAg lAnac pa okrEćeš 	No_AUX	not_perf	intrans	modal		
i pa đerAm •• i tO imAlo •• ((?)) kOla pa bUćkaš dOle i zavAtaš onUj vOdu i sipUješ i tOj takOj svE nA ruke tOj tEško mlOgo bilO ••• da se • ((?)) bAšta ispEstuje 	No_AUX	not_perf	intrans	modal		
al se imAlo raǵAlo se i tAg 	No_AUX	not_perf	intrans	modal		
hUh pa slAbo imAlo brE 	No_AUX	not_perf	intrans	modal		
tOj kad bUde zavEḱina bogorOdica onO gOsti nadoOde onO • svAka kUća gOre na bogorOdicu imAla vEjnik 	No_AUX	not_perf	intrans	modal		
imAlo nO si imAlo i odAvna samo nE se • nE se spremAlo •• niti turšIje se spremAle kakO sƏg što se sprEma 	No_AUX	not_perf	intrans	modal		
što o se tkAj br/ tAj pogAča i i pa tUj rUpa Imal o tUj pogAču pa bRdo 	No_AUX	not_perf	trans	non_modal		
ali Imalo njIve pa imAlo ǵUbre od stOku pa se radžAlo 	No_AUX	not_perf	intrans	modal		
ali Imalo njIve pa imAlo ǵUbre od stOku pa se radžAlo 	No_AUX	not_perf	intrans	modal		
kOje Imali ljUdi s/ pokrIli skarivAli ljUdi 	No_AUX	not_perf	trans	non_modal		
ne ne ne nIje Imalo kOj da 	No_AUX	not_perf	intrans	modal		
onO sElo imAlo tO se klAlo 	No_AUX	not_perf	intrans	modal		
pa u sElo a Oni imAli ovdEj u knjAževac i 	No_AUX	not_perf	intrans	modal		
Uvek imAlo mAla al pOse napraIše vEliku cRkvu 	No_AUX	not_perf	intrans	modal		
a u Ako smo u salO žIveli ovdE njIva p Imala pšenIca 	No_AUX	not_perf	intrans	modal		
sAmo jedAn mAz imAlo drUgo 	No_AUX	not_perf	intrans	modal		
ma ni krompIr mOre ne imAlo nIšta nIgde lele a jA sam naučIla gOre svE Ima 	No_AUX	not_perf	intrans	modal		
imAlo krAve se čuvAle pa sIr sam se jA pa se prodavAlo pa 	No_AUX	not_perf	intrans	modal		
tOj imAlo prAznici imAlo 	No_AUX	not_perf	intrans	modal		
nEje imAlo mUzika nEgo ovOj grAmofon 	No_AUX	not_perf	intrans	modal		
otIdeš ali imAlo nArodi gOre sAg nEma nIšta nIgde 	No_AUX	not_perf	intrans	modal		
odAvna nEje imAlo lEkovi nEje imAlo nIšta ne 	No_AUX	not_perf	intrans	modal		
odAvna nEje imAlo lEkovi nEje imAlo nIšta ne 	No_AUX	not_perf	intrans	modal		
kuvAlo se nEje imAlo kAfa kakvO sAg 	No_AUX	not_perf	intrans	modal		
onO nEje imAlo lEkovi 	No_AUX	not_perf	intrans	modal		
nIti imAlo lekAri nIti 	No_AUX	not_perf	intrans	modal		
pa imAlo tO imAlo vrAčće imAlo 	No_AUX	not_perf	intrans	modal		
pa imAlo tO imAlo vrAčće imAlo 	No_AUX	not_perf	intrans	modal		
onO imAlo dvE rEḱe gOre 	No_AUX	not_perf	intrans	modal		
imAlo krAve Ovce On tOj ovcIncete mo sIlne 	No_AUX	not_perf	intrans	modal		
i onI imAlo prE 	No_AUX	not_perf	intrans	modal		
ali nAši ti onI imAlo dEda On 	No_AUX	not_perf	intrans	modal		
al dOle kokO imAlo onOj se tO svE pokutAlo 	No_AUX	not_perf	intrans	modal		
takvO kvO onO kvO bOg znAe imAlo i 	No_AUX	not_perf	intrans	modal		
kakvO imAlo i nEma ḱEza nEma fijAker 	No_AUX	not_perf	intrans	modal		
pa imAlo sInE imAlo 	No_AUX	not_perf	intrans	modal		
n imAlo kOj da mi kUpi 	No_AUX	not_perf	intrans	modal		
pa təd imAli jednO drUgo pa odnjeli i kOd učIteljiti 	No_AUX	not_perf	intrans	modal		
pa imAlo nEkoj sIne kOj ostalE od stArci i od 	No_AUX	not_perf	intrans	modal		
bAbiḱka imAlo svekRva kakƏvi 	No_AUX	not_perf	intrans	modal		
imAlo oš ednOga dOle nEg iz oselIn ((XXX)) 	No_AUX	not_perf	intrans	modal		
mIsim kOd nas ovdEka a drUga sEla imAlo i ovE drUgi 	No_AUX	not_perf	intrans	modal		
pa s onO svE imAlo tə/ nIšta nE imAlo 	No_AUX	not_perf	intrans	modal		
pa kvO imAlo imAlo 	No_AUX	not_perf	intrans	modal		
al imAlo tOj namIrnice 	No_AUX	not_perf	intrans	modal		
tAd da j imAlo brAšno se kUpi u prodAvnicu 	No_AUX	not_perf	intrans	modal		
kUj akO imAli k ui vIše 	No_AUX	not_perf	intrans	modal		
Imali nEk vIše ovdEk imAli nEki 	No_AUX	not_perf	trans	non_modal		
Imali nEk vIše ovdEk imAli nEki 	No_AUX	not_perf	trans	non_modal		
u salO imAlo tAmo zavEḱina 	No_AUX	not_perf	intrans	modal		
dAbome nIti kao štO prIču nEgde imAlo mEčke 	No_AUX	not_perf	intrans	modal		
ovdE ovAm ovAga nas tU imAlo edAn 	No_AUX	not_perf	intrans	modal		
i tU imAlo zakOpano nEko i tUj najdOše nEki i tU smo vidEli da je tOj Uzeto i odnEseno ko 	No_AUX	not_perf	intrans	modal		
stEvan ne stAv/ stEvan Imao drUgo mEsto pAre 	No_AUX	not_perf	trans	non_modal		
pa Imal nek gOri iz tAtricu nekI 	No_AUX	not_perf	trans	non_modal		
ii imAli ognjIšte verIǵe štO se zvAle 	No_AUX	not_perf	intrans	modal		
imal mačka velI a prEd men a po men a prEd mEn 	No_AUX	not_perf	intrans	modal		
nEšto kakvO imAli stavljAli 	No_AUX	not_perf	trans	non_modal		
kUm i starOjka vAǵ imAlo vIše 	No_AUX	not_perf	intrans	modal		
onI mEne kakO imAli takvO dAli 	No_AUX	not_perf	intrans	modal		
ako imAlo mEso onE ga punIle vrtEle pa punIle 	No_AUX	not_perf	intrans	modal		
pa imAlo naprEd bAbae a sƏg i nEma 	No_AUX	not_perf	intrans	modal		
i tUj imAlo jednA bAba 	No_AUX	not_perf	intrans	modal		
svAć je praIl kUḱu decA Idu u škOlu ovdE imAlo četrI gOdine škOla 	No_AUX	not_perf	intrans	modal		
u manOjlic imAlo škOla 	No_AUX	not_perf	intrans	modal		
ni imAlo ni salAme ni kobAsice ni nIšta 	No_AUX	not_perf	intrans	modal		
nIt imAlo telefOni nIšta 	No_AUX	not_perf	intrans	modal		
onI imAli onE kAo štO no 	No_AUX	not_perf	trans	non_modal		
ako nEć t imAli imAnje 	No_AUX	not_perf	trans	non_modal		
svezAlo se s sas imAlo kaišAt 	No_AUX	not_perf	intrans	modal		
al uglAvno imAla mUzika 	No_AUX	not_perf	intrans	modal		
čuvAe o svAka kUḱa imAla Ovce 	No_AUX	not_perf	trans	non_modal		
svAka kUḱ imAla Ovce 	No_AUX	not_perf	trans	non_modal		
rAdi s njEga imAlo onI g grEbenci nEkvi tOj 	No_AUX	not_perf	intrans	modal		
tAg imAlo štOfovi pa 	No_AUX	not_perf	intrans	modal		
sedEnjke a kvO imAli igrAnku svAku nEdelju ovdE tAg 	No_AUX	not_perf	trans	non_modal		
ao imAlo i tO za vrEme okupAciju znAči 	No_AUX	not_perf	intrans	modal		
jA znAm kOd nas imAlo mirO 	No_AUX	not_perf	intrans	modal		
vodenIcu imAla tAmo vodenIca za timOk 	No_AUX	not_perf	intrans	modal		
nIje imAlo kao sAdə 	No_AUX	not_perf	intrans	modal		
radiOnica imAlo mOmci ovdE 	No_AUX	not_perf	intrans	modal		
((?)) Onda imAla vOjska kAd se bAš razmirIlo 	No_AUX	not_perf	trans	non_modal		
a u zAdrugu imAlo televIzor dOle 	No_AUX	not_perf	intrans	modal		
sAdi se kukUrus al nIje imAlo trAktori 	No_AUX	not_perf	intrans	modal		
takOj s/ ali i imAlo svE pa imAlo pasUlj 	No_AUX	not_perf	intrans	modal		
takOj s/ ali i imAlo svE pa imAlo pasUlj 	No_AUX	not_perf	intrans	modal		
ali imAlo odAvno ((?)) 	No_AUX	not_perf	intrans	modal		
nIje imAlo nAči nemAština nEma siromAštvo nEma 	No_AUX	not_perf	intrans	modal		
a inAče kOji ljUdi nIje Imao nIkakv zAnat 	No_AUX	not_perf	trans	non_modal		
tO mu bIlo spOmenik nIje imAlo drUgo 	No_AUX	not_perf	intrans	modal		
nIje imAlo kUću nIje imAlo 	No_AUX	not_perf	intrans	modal		
nIje imAlo nAči nemAština nEma siromAštvo nEma 	No_AUX	not_perf	intrans	modal		
a inAče kOji ljUdi nIje Imao nIkakv zAnat 	No_AUX	not_perf	trans	non_modal		
tO mu bIlo spOmenik nIje imAlo drUgo 	No_AUX	not_perf	intrans	modal		
nIje imAlo kUću nIje imAlo 	No_AUX	not_perf	intrans	modal		
da bUde a imAli tOj vrEm imAlo 	No_AUX	not_perf	intrans	modal		
vrEme imAlo svE a sAd nema nIšta 	No_AUX	not_perf	intrans	modal		
onO gdE u salO gdE imAlo pIvo 	No_AUX	not_perf	intrans	modal		
o o ovdE imAlo plEk mUzika 	No_AUX	not_perf	intrans	modal		
mOra d imAla nEka 	No_AUX	not_perf	intrans	modal		
pe/ pEšice tEramo prAčići pa Ima kafAna imAla u klisUru pa stAnemo tUj 	No_AUX	not_perf	intrans	modal		
odAvna sIne bilO imAlo i ljUdi i decA i svE sAd smo ostAli stArci 	No_AUX	not_perf	intrans	modal		
tanjIrće a nApred nIj imAlo čanIje kAo sAd sAd Ima svE lepOte 	No_AUX	not_perf	intrans	modal		
ondE imAlo tanjIr p u tanjIr stAvimo žIto pa zabodEmo svEću 	No_AUX	not_perf	intrans	modal		
mratInci imAlo imAlo po svetI rAnđel 	No_AUX	not_perf	intrans	modal		
mratInci imAlo imAlo po svetI rAnđel 	No_AUX	not_perf	intrans	modal		
((?)) velIm ovdE imAlo trI livAde onOj nEm ni jednA 	No_AUX	not_perf	intrans	modal		
ma nIje imAlo sIne ni kolAči ni nIšta kakO sƏg dEca 	No_AUX	not_perf	intrans	modal		
nIje imAlo prAšak nIje imAlo sapUn 	No_AUX	not_perf	intrans	modal		
nIje imAlo prAšak nIje imAlo sapUn 	No_AUX	not_perf	intrans	modal		
ma kAki šampOn sIne i sapUn ne Imalo jA sam na mOjeve prAla 	No_AUX	not_perf	intrans	modal		
imAlo a kOd nas nEma 	No_AUX	not_perf	intrans	modal		
tOj ižA imAlo verIđe imAlo svE 	No_AUX	not_perf	intrans	modal		
tOj ižA imAlo verIđe imAlo svE 	No_AUX	not_perf	intrans	modal		
pa ovOj imAlo dOle 	No_AUX	not_perf	intrans	modal		
pa imAlo igrAnka imAlo 	No_AUX	not_perf	intrans	modal		
i Isto i mOje sElo gOr u ćustIcu imAlo trI 	No_AUX	not_perf	intrans	modal		
pa imAlo pričAli se o grOm 	No_AUX	not_perf	intrans	modal		
tOj imAlo ((XXX)) dOktora 	No_AUX	not_perf	intrans	modal		
sedAlo pa od sInE imAlo stolIce 	No_AUX	not_perf	intrans	modal		
imAlo apAlće nekakIje pən ən 	No_AUX	not_perf	intrans	modal		
tUru u tOrbe a kOd nIje Imalo tO 	No_AUX	not_perf	intrans	modal		
i Ode dOle sə imAli sObu 	No_AUX	not_perf	trans	non_modal		
